index,GOLDAMGBDollarD228NLBM,Industrial Production_Manufacturing (NAICS),"All Employees, Retail Trade",Unemployment_Rate,IndustrialProductionGoldSilver21222S,Federal Debt Held by Federal Reserve Banks,FEDFUNDS,Fed Debt_Total Public Debt as Perc of GDP,gold_pred_x,gold_pred_y,gold_pred_x.1,gold_pred_y.1,gold_pred
2008-08-31,840.3875,102.2059,15270.9,6.1,97.6915,478.27823200460966,2.0,69.50078723352698,830.7692,958.0623,958.0623,958.0623,958.0623
2008-09-30,824.9204545454545,98.5396,15099.4,6.1,102.0567,477.78990675994146,1.81,71.60189086237973,827.8772,969.3186599999999,969.31866,969.3186599999999,969.31866
2008-10-31,812.8152173913044,98.00200000000001,15138.1,6.5,106.6824,475.9,0.97,73.48998,848.0641,895.0115400000003,895.0115400000002,895.0115400000001,895.01154
2008-11-30,757.85,95.6481,15351.7,6.8,104.4554,472.85627879402483,0.39,74.96003118596039,924.12665,893.3194,893.3194,893.3194,893.3194
2008-12-31,819.940476190476,92.2691,15424.4,7.3,110.7348,471.5948199881945,0.16,76.15414629515334,945.45105,790.10583,790.10583,790.10583,790.10583
2009-01-31,857.7261904761905,89.4332,14688.6,7.8,97.8208,492.3,0.15,77.2997,1000.3797,867.1618699999997,867.1618699999998,867.1618699999999,867.16187
2009-02-28,939.7625,89.3913,14439.0,8.3,98.7155,532.9520064141711,0.22,78.33577994470642,1020.5272,877.1129,877.1129,877.1129,877.1129
2009-03-31,925.9886363636364,87.807,14410.6,8.7,102.59299999999999,598.3174438933746,0.18,79.46756310268104,1037.4785,884.3518,884.3518,884.3518,884.3518
2009-04-30,892.6625,87.2371,14399.6,9.0,103.3105,656.5,0.15,80.4389,1067.7417,899.7808,899.7808,899.7808,899.7808
2009-05-31,926.8552631578948,86.3136,14495.4,9.4,99.0684,706.2707786442343,0.18,81.29274032800271,1148.2365,925.43005,925.43005,925.43005,925.43005
2009-06-30,947.8068181818179,86.0265,14543.5,9.5,95.6117,743.9628977605099,0.21,81.98064882975635,1196.3495,950.5843,950.5843,950.5843,950.5843
2009-07-31,934.2717391304348,87.4112,14489.3,9.5,92.5762,769.2,0.16,82.59064000000002,1220.4966,975.12665,975.12665,975.12665,975.12665
2009-08-31,949.5,88.4647,14495.3,9.6,97.8809,780.0221221552458,0.16,83.10511590965899,1204.8113,967.0203,967.0203,967.0203,967.0203
2009-09-30,996.4431818181821,89.2561,14367.5,9.8,94.1269,778.6174461697524,0.15,83.54652573033714,1237.2809,987.8510000000001,987.851,987.8510000000001,987.851
2009-10-31,1043.5113636363637,89.3968,14413.0,10.0,94.3044,776.6,0.12,84.16278,1268.113,995.3028,995.3028,995.3028,995.3028
2009-11-30,1126.1190476190475,90.3186,14729.7,9.9,93.398,775.9472250748859,0.12,84.94859353696677,1323.0791,1009.47296,1009.47296,1009.47296,1009.47296
2009-12-31,1135.0119047619048,90.1551,14863.7,9.9,86.7104,776.408370400559,0.12,85.91412957650064,1404.6807,1062.2224,1062.2224,1062.2224,1062.2224
2010-01-31,1119.575,91.2764,14290.5,9.8,104.6904,776.7,0.11,86.76598,1236.9498,1021.298,1021.298,1021.298,1021.298
2010-02-28,1095.8,91.3081,14123.0,9.8,101.3311,776.6150429993411,0.13,87.3963850282208,1255.0145,1045.8385,1045.8385,1045.8385,1045.8385
2010-03-31,1115.554347826087,92.4616,14209.3,9.9,100.993,776.3173689256473,0.16,87.95474025430374,1287.8079,1058.1644,1058.1644,1058.1644,1058.1644
2010-04-30,1148.475,93.3099,14269.1,9.9,100.5754,777.0,0.2,88.44771,1310.3854,1069.8525,1069.8525,1069.8525,1069.8525
2010-05-31,1204.3210526315786,94.6419,14380.1,9.6,93.31299999999999,778.9442109986363,0.2,88.92668719647548,1362.2520000000004,1147.3662,1147.3662,1147.3662,1147.3662
2010-06-30,1232.3818181818185,94.5285,14441.8,9.4,100.8596,784.7098492047843,0.18,89.37701586136656,1317.9501,1122.8453,1122.8453,1122.8453,1122.8453
2010-07-31,1196.0,95.1146,14445.1,9.4,106.7944,811.7,0.18,89.93168,1291.0962,1103.0639999999999,1103.064,1103.0639999999999,1103.064
2010-08-31,1213.4642857142858,95.2587,14463.7,9.5,104.0874,862.8875455979918,0.19,90.59419549283972,1328.5582,1145.7186,1145.7186,1145.7186,1145.7186
2010-09-30,1271.4613636363638,95.2835,14361.0,9.5,106.2128,934.1057074970545,0.19,91.31794345433474,1314.0382,1172.4152,1172.4152,1172.4152,1172.4152
2010-10-31,1343.1904761904761,95.3587,14510.5,9.4,96.6795,1021.5,0.19,92.02388,1395.2911,1287.7041,1287.7041,1287.7041,1287.7041
2010-11-30,1371.784090909091,95.3965,14849.9,9.8,97.4601,1118.0747662901213,0.19,92.64637591831186,1460.8743,1279.1226,1279.1226,1279.1226,1279.1226
2010-12-31,1393.5119047619046,95.8656,15008.4,9.3,82.0493,1228.708977646537,0.18,93.18561244381594,1542.8071,1453.2963,1453.2963,1453.2963,1453.2963
2011-01-31,1360.475,96.0682,14448.6,9.1,106.3954,1340.4,0.17,93.35519,1309.3687,1363.1614,1363.1614,1363.1614,1363.1614
2011-02-28,1371.3125,96.2263,14282.5,9.0,100.21,1440.6656113840693,0.16,93.15021987141424,1309.364,1439.745,1439.745,1439.745,1439.745
2011-03-31,1422.8478260869565,96.8409,14349.3,9.0,101.012,1547.0018262211884,0.14,92.63635883137684,1289.3241,1442.3977,1442.3977,1442.3977,1442.3977
2011-04-30,1474.4305555555554,96.279,14489.0,9.1,100.6991,1619.5,0.1,92.5588,1304.0765,1446.1272,1446.1272,1446.1272,1446.1272
2011-05-31,1512.1875,96.4175,14588.7,9.0,104.8129,1657.827426477732,0.09,93.05426514253394,1290.9757,1446.0745,1446.0745,1446.0745,1446.0745
2011-06-30,1528.3795454545457,96.5405,14682.3,9.1,101.6522,1663.7684951308304,0.09,93.99742413919607,1350.4698,1486.6138,1486.6138,1486.6138,1486.6138
2011-07-31,1568.5261904761905,97.1629,14718.0,9.0,96.6245,1664.7,0.07,94.85943,1400.5577,1550.1793,1550.1793,1550.1793,1550.1793
2011-08-31,1759.5,97.523,14717.5,9.0,98.1789,1664.8096811327594,0.1,95.50893995750474,1407.0558,1564.5266,1564.5266,1564.5266,1564.5266
2011-09-30,1780.6477272727273,97.8561,14617.2,9.0,98.3869,1664.2156524998218,0.08,95.95673397561852,1404.4138,1578.5332,1578.5332,1578.5332,1578.5332
2011-10-31,1667.892857142857,98.3927,14751.7,8.8,98.6854,1663.4,0.07,96.36931,1415.0521,1598.315,1598.315,1598.315,1598.315
2011-11-30,1735.9772727272727,98.1202,15142.3,8.6,95.5807,1662.497660370116,0.08,96.74161062059193,1475.1389,1591.1979,1591.1979,1591.1979,1591.1979
2011-12-31,1652.725,98.8168,15296.7,8.5,97.9,1661.5356049931113,0.07,97.09776057514559,1479.707,1589.3076,1589.3076,1589.3076,1589.3076
2012-01-31,1656.095238095238,99.7093,14734.5,8.3,103.3864,1661.1,0.08,97.42044,1377.1863,1596.1343,1596.1343,1596.1343,1596.1343
2012-02-29,1743.095238095238,100.038,14520.3,8.3,101.3439,1661.258842261065,0.1,97.69128410429514,1372.7474,1607.567,1607.567,1607.567,1607.567
2012-03-31,1675.0568181818182,99.586,14580.3,8.2,98.2955,1661.6473887448205,0.13,97.94729116654146,1399.8766,1593.7124,1593.7124,1593.7124,1593.7124
2012-04-30,1648.5394736842104,100.1877,14670.4,8.2,98.954,1659.9,0.14,98.15989,1411.6243,1598.986,1598.986,1598.986,1598.986
2012-05-31,1585.1136363636365,99.8458,14775.5,8.2,98.1488,1655.4602590388529,0.16,98.3428447961524,1434.2615,1601.192,1601.192,1601.192,1601.192
2012-06-30,1595.6315789473686,100.1427,14815.9,8.2,100.9721,1649.294423168033,0.16,98.50900361036257,1425.3976,1613.0651,1613.0651,1613.0651,1613.0651
2012-07-31,1592.784090909091,100.0497,14807.7,8.2,99.4651,1645.3,0.16,98.82568,1442.1024,1619.2198,1619.2198,1619.2198,1619.2198
2012-08-31,1625.6818181818182,99.8597,14815.2,8.1,95.7604,1644.4354829059455,0.13,99.31560294753143,1468.8646,1613.0145,1613.0145,1613.0145,1613.0145
2012-09-30,1741.925,99.8234,14738.9,7.8,96.5395,1648.0917074527192,0.14,99.91916451862049,1450.3223,1594.0122,1594.0122,1594.0122,1594.0122
2012-10-31,1746.3478260869565,99.4857,14877.7,7.8,103.3996,1666.1,0.16,100.45154,1436.8134,1609.1954,1609.1954,1609.1954,1609.1954
2012-11-30,1724.3522727272727,100.2198,15363.0,7.7,104.6564,1698.8113017458084,0.16,100.84287137740752,1481.6316,1586.8039999999999,1586.804,1586.8039999999999,1586.804
2012-12-31,1687.342105263158,101.0522,15462.5,7.9,99.0783,1746.4866648188647,0.16,101.11417583273493,1536.1807,1580.3547,1580.3547,1580.3547,1580.3547
2013-01-31,1671.8863636363635,100.7283,14858.2,8.0,97.8017,1796.0,0.14,101.21783,1481.3761,1578.7102,1578.7102,1578.7102,1578.7102
2013-02-28,1630.6875,101.2369,14672.3,7.7,98.9136,1840.4241374245746,0.15,101.1623944006407,1428.6034,1528.104,1528.104,1528.104,1528.104
2013-03-31,1591.0125,101.15899999999999,14711.7,7.5,99.1332,1889.318102181537,0.14,100.94147177737808,1406.7313,1478.1763,1478.1763,1478.1763,1478.1763
2013-04-30,1485.904761904762,100.7622,14808.6,7.6,99.9354,1936.6,0.15,100.6034,1406.8917,1459.5131,1459.5131,1459.5131,1459.5131
2013-05-31,1416.142857142857,101.0469,14932.3,7.5,99.5938,1985.4731922865344,0.11,100.1327392614322,1398.4073,1413.6779999999999,1413.678,1413.6779999999999,1413.678
2013-06-30,1342.7,101.3055,15045.2,7.5,97.2092,2031.7862945652253,0.09,99.6127240043878,1407.3578,1374.3210000000001,1374.321,1374.3210000000001,1374.321
2013-07-31,1284.3478260869565,100.2932,15097.3,7.3,98.404,2072.3,0.09,99.34376,1381.3231,1328.6072,1328.6072,1328.6072,1328.6072
2013-08-31,1345.047619047619,101.195,15131.7,7.2,99.0137,2104.30169691557,0.08,99.40310798642643,1372.1726,1305.0468,1305.0468,1305.0468,1305.0468
2013-09-30,1348.4642857142858,101.2834,15052.6,7.2,96.5252,2134.2250101583704,0.08,99.7676834491482,1382.7631,1295.7167,1295.7167,1295.7167,1295.7167
2013-10-31,1314.4021739130435,101.4163,15212.3,7.2,95.0186,2208.8,0.09,100.42722,1417.6294,1275.4552,1275.4552,1275.4552,1275.4552
2013-11-30,1277.4166666666667,101.4165,15655.3,6.9,96.3467,2330.273871767974,0.08,101.3337120766001,1447.9683,1253.8761,1253.8761,1253.8761,1253.8761
2013-12-31,1221.5875,101.3819,15839.4,6.7,96.8031,2493.942519720845,0.09,102.42643183191386,1458.8306,1247.2073,1247.2073,1247.2073,1247.2073
2014-01-31,1243.0681818181818,100.1818,15170.7,6.6,95.1042,2614.6,0.07,102.90374,1381.044,1266.6448,1266.6448,1266.6448,1266.6448
2014-02-28,1298.7125,101.2442,14951.8,6.7,93.8141,2674.091935410447,0.07,102.68740930226281,1357.6454,1274.1206,1274.1206,1274.1206,1274.1206
2014-03-31,1336.5595238095239,102.13600000000001,15015.4,6.7,91.8105,2692.050604111101,0.08,101.84332155149862,1354.9933,1258.2886,1258.2886,1258.2886,1258.2886
2014-04-30,1299.175,101.9852,15137.0,6.2,92.1915,2705.9,0.09,101.14552,1314.3796,1215.0087,1215.0087,1215.0087,1215.0087
2014-05-31,1288.9125,102.2936,15238.9,6.3,91.5547,2725.477426653207,0.09,100.69282058199295,1323.9347,1209.9207,1209.9207,1209.9207,1209.9207
2014-06-30,1277.857142857143,102.6556,15354.6,6.1,88.4374,2748.208739992189,0.1,100.51224407856085,1335.4237,1190.2473,1190.2473,1190.2473,1190.2473
2014-07-31,1312.9891304347825,103.147,15389.2,6.2,97.4556,2767.3,0.09,100.5779,1292.0111,1197.9532,1197.9532,1197.9532,1197.9532
2014-08-31,1297.005,102.6082,15380.4,6.1,91.8039,2780.5444050149467,0.09,100.89764732410728,1323.5955,1195.2142,1195.2142,1195.2142,1195.2142
2014-09-30,1241.3295454545455,102.6413,15298.8,5.9,90.102,2788.205680395913,0.09,101.38143435629844,1320.8661,1192.8708,1192.8708,1192.8708,1192.8708
2014-10-31,1223.5652173913045,102.5636,15481.6,5.7,81.6224,2793.4,0.09,101.63324,1384.1464,1179.5262,1179.5262,1179.5262,1179.5262
2014-11-30,1176.4125,103.4288,15894.3,5.8,84.89299999999999,2796.2033403935193,0.09,101.56924400876572,1418.3676,1170.7992,1170.7992,1170.7992,1170.7992
2014-12-31,1200.4404761904761,103.1127,16048.1,5.6,89.6342,2797.061336422504,0.12,101.22215727892271,1386.9441,1149.2837,1149.2837,1149.2837,1149.2837
2015-01-31,1249.3333333333333,102.677,15421.1,5.7,90.4451,2797.5,0.11,100.82572,1305.5437,1168.657,1168.657,1168.657,1168.657
2015-02-28,1231.1,101.95700000000001,15244.9,5.5,88.6214,2797.788825742453,0.11,100.46139150388962,1273.0463,1157.6008,1157.6008,1157.6008,1157.6008
2015-03-31,1180.6363636363635,102.26299999999999,15311.7,5.4,84.8382,2798.035874748128,0.11,100.04686547472505,1286.4698,1146.9065,1146.9065,1146.9065,1146.9065
2015-04-30,1198.2525,102.1316,15401.8,5.4,85.5672,2798.5,0.12,99.60722,1282.4724,1138.1584,1138.1584,1138.1584,1138.1584
2015-05-31,1197.6842105263158,102.0859,15530.3,5.6,85.1943,2799.271927944864,0.12,99.10766033851604,1301.6329,1138.3047,1138.3047,1138.3047,1138.3047
2015-06-30,1182.2477272727276,101.6587,15620.5,5.3,88.78399999999998,2800.348808152169,0.13,98.68004905839426,1260.132,1113.4152,1113.4152,1113.4152,1113.4152
2015-07-31,1131.5804347826086,102.323,15647.0,5.2,100.2145,2802.1,0.13,98.92733,1198.4495,1107.066,1107.066,1107.066,1107.066
2015-08-31,1117.525,102.0213,15626.3,5.1,94.9551,2804.5493850807093,0.14,99.97969612722609,1241.1864,1118.0126,1118.0126,1118.0126,1118.0126
2015-09-30,1124.904545454545,101.6204,15513.4,5.0,98.7316,2807.4454709232105,0.14,101.61104557133082,1237.1998,1140.8276,1140.8276,1140.8276,1140.8276
2015-10-31,1157.1227272727276,101.5941,15696.8,5.0,96.7952,2810.1,0.12,102.95654,1301.4838,1153.0271,1153.0271,1153.0271,1153.0271
2015-11-30,1088.3880952380953,101.2991,16095.8,5.1,95.6658,2812.202652601129,0.12,103.77575560266571,1381.326,1156.37,1156.37,1156.37,1156.37
2015-12-31,1068.3166666666666,100.9993,16221.5,5.0,92.8071,2813.9154173482684,0.24,104.15939220171155,1418.3538,1148.6078,1148.6078,1148.6078,1148.6078
2016-01-31,1095.6550000000002,101.706,15625.7,4.9,91.2743,2815.3,0.34,104.30307,1356.4418,1168.5698,1168.5698,1168.5698,1168.5698
2016-02-29,1194.892857142857,101.1106,15486.6,4.9,96.9092,2816.320616166957,0.38,104.25741127678768,1306.5786,1172.8201,1172.8201,1172.8201,1172.8201
2016-03-31,1246.3119047619048,100.9595,15576.8,5.0,99.3279,2817.284607444161,0.36,104.04888848527044,1304.1436,1169.729,1169.729,1169.729,1169.729
2016-04-30,1241.452380952381,100.5583,15648.7,5.0,95.8547,2819.1,0.37,103.88816,1329.4005,1164.5123,1164.5123,1164.5123,1164.5123
2016-05-31,1259.755,100.5821,15745.7,4.8,97.1167,2822.0773361805686,0.37,103.80179580319893,1317.0626,1153.9954,1153.9954,1153.9954,1153.9954
2016-06-30,1273.5795454545453,100.8661,15851.8,4.9,100.161,2825.907061168161,0.38,103.80892228563036,1318.4174,1152.9548,1152.9548,1152.9548,1152.9548
2016-07-31,1337.4285714285713,101.1049,15874.4,4.8,96.1285,2830.1,0.39,103.99592,1342.2799,1151.587,1151.587,1151.587,1151.587
2016-08-31,1340.8613636363634,100.7339,15864.6,4.9,97.6634,2834.408982617536,0.4,104.3797321472317,1347.881,1160.1207,1160.1207,1160.1207,1160.1207
2016-09-30,1326.6181818181822,101.1269,15750.3,5.0,94.4506,2838.739773509027,0.4,104.85897327302813,1371.3253,1173.8671,1173.8671,1173.8671,1173.8671
2016-10-31,1268.9285714285716,101.4347,15899.5,4.9,104.8749,2843.7,0.4,104.96121,1322.0293,1167.242,1167.242,1167.242,1167.242
2016-11-30,1240.2931818181814,101.5178,16260.2,4.7,98.4258,2849.019966050978,0.41,104.60026287114825,1379.8348,1142.5597,1142.5597,1142.5597,1142.5597
2016-12-31,1152.165,101.8808,16394.3,4.7,100.4022,2854.7881233920466,0.54,103.83126015559613,1368.4122,1125.2173,1125.2173,1125.2173,1125.2173
2017-01-31,1192.647619047619,102.4892,15854.4,4.7,101.7498,2859.131,0.65,103.16562,1283.5416,1134.5463,1134.5463,1134.5463,1134.5463
2017-02-28,1233.39,102.4152,15627.9,4.6,93.8297,2861.568197873678,0.66,102.7306837456086,1286.5111,1137.725,1137.725,1137.725,1137.725
2017-03-31,1231.0630434782609,102.1635,15635.0,4.4,104.4856,2862.844374487102,0.79,102.44084464866985,1213.7142,1122.253,1122.253,1122.253,1122.253
2017-04-30,1267.15,103.3416,15686.6,4.4,121.9836,2864.091,0.9,102.40114,1135.055,1118.9447,1118.9447,1118.9447,1118.9447
2017-05-31,1245.2499999999998,103.1555,15759.5,4.4,109.3563,2865.679166676245,0.91,102.61875604264496,1208.8234,1118.6547,1118.6547,1118.6547,1118.6547
2017-06-30,1261.2772727272725,103.2793,15843.0,4.3,104.4286,2867.2789077183284,1.04,103.01422891915882,1248.0597,1116.2856,1116.2856,1116.2856,1116.2856
2017-07-31,1235.1,103.1101,15841.1,4.3,96.0616,2867.555,1.15,103.19928,1304.2692,1122.6128,1122.6128,1122.6128,1122.6128
2017-08-31,1282.0595238095234,102.8276,15810.2,4.4,90.285,2866.1926036718705,1.16,103.08834801908259,1338.1443,1128.1097,1128.1097,1128.1097,1128.1097
2017-09-30,1317.0452380952381,102.7012,15679.3,4.2,99.4016,2863.251192221417,1.15,102.78177004232994,1250.3677,1118.1527,1118.1527,1118.1527,1118.1527
2017-10-31,1280.677272727273,104.0931,15819.9,4.1,94.6351,2858.136,1.15,102.78255,1289.6725,1114.3118,1114.3118,1114.3118,1114.3118
2017-11-30,1283.1886363636365,104.4259,16285.8,4.2,97.7291,2851.1141354123724,1.16,103.17322842354693,1343.0743,1103.5713,1103.5713,1103.5713,1103.5713
2017-12-31,1265.6736842105265,104.4342,16305.9,4.1,95.4237,2841.53862420836,1.3,103.87250140342094,1374.5828,1108.7024,1108.7024,1108.7024,1108.7024
2018-01-31,1332.8090909090906,104.0461,15718.6,4.1,94.0943,2828.463,1.41,104.18644,1324.645,1130.7267,1130.7267,1130.7267,1130.7267
2018-02-28,1333.775,105.1667,15577.0,4.1,86.7339,2813.469431709653,1.42,104.03381284540077,1348.8346,1137.5859,1137.5859,1137.5859,1137.5859
2018-03-31,1325.5619047619048,105.2262,15610.8,4.0,89.0964,2793.621652958386,1.51,103.4729948462794,1325.009,1123.7887,1123.7887,1123.7887,1123.7887
2018-04-30,1334.3775,105.7471,15668.9,4.0,91.6606,2772.949,1.69,103.12571,1316.884,1112.7274,1112.7274,1112.7274,1112.7274
2018-05-31,1303.6119047619045,104.965,15772.6,3.8,84.5408,2750.431514960857,1.7,103.08674523445008,1360.154,1108.0759,1108.0759,1108.0759,1108.0759
2018-06-30,1282.1261904761905,105.7913,15807.7,4.0,82.8516,2727.008036421455,1.82,103.33402793193443,1398.5005,1112.9417,1112.9417,1112.9417,1112.9417
2018-07-31,1238.0636363636365,106.2412,15804.0,3.8,86.3527,2697.86,1.91,103.72822,1380.8179,1108.7803,1108.7803,1108.7803,1108.7803
2018-08-31,1201.8590909090906,106.7033,15772.1,3.8,84.1353,2663.147404898591,1.91,104.23752939041435,1405.6595,1116.0288,1116.0288,1116.0288,1116.0288
2018-09-30,1199.1974999999998,106.71,15606.6,3.7,84.9935,2625.9638435034217,1.95,104.78831995035078,1393.0157,1123.3121,1123.3121,1123.3121,1123.3121
2018-10-31,1214.7260869565218,106.6054,15708.8,3.8,89.7602,2594.652,2.19,105.08967,1401.7477,1120.2202,1120.2202,1120.2202,1120.2202
2018-11-30,1221.275,106.8101,16191.0,3.7,94.5504,2572.9394669303874,2.2,105.07044108149114,1428.4779,1099.0637,1099.0637,1099.0637,1099.0637
2018-12-31,1249.886842105263,107.4963,16197.0,3.9,92.4648,2557.4470939568773,2.27,104.75700567881523,1448.2125,1099.1407,1099.1407,1099.1407,1099.1407
2019-01-31,1291.6295454545455,106.87899999999999,15628.1,4.0,95.82799999999999,2536.673,2.4,104.32185,1364.2648,1115.6084,1115.6084,1115.6084,1115.6084
2019-02-28,1319.755,106.3204,15429.4,3.8,88.185,2511.4805061525594,2.4,103.85122946087559,1364.3270000000002,1110.4554,1110.4554,1110.4554,1110.4554
2019-03-31,1302.2857142857142,106.3014,15425.8,3.8,86.8728,2478.309531550287,2.41,103.31648019412121,1363.1696,1102.9088,1102.9088,1102.9088,1102.9088
2019-04-30,1287.65,105.3737,15474.7,3.6,92.3138,2452.784,2.42,103.25087,1327.206,1097.0001,1097.0001,1097.0001,1097.0001
2019-05-31,1283.1047619047622,105.5026,15540.7,3.6,89.0457,2435.5826140648082,2.39,103.74349420310614,1366.6005,1099.2463,1099.2463,1099.2463,1099.2463
2019-06-30,1358.4875,106.0976,15622.9,3.7,86.161,2428.6098980012825,2.38,104.66663429639065,1421.2402,1111.9921,1111.9921,1111.9921,1111.9921
2019-07-31,1414.6108695652176,105.6872,15634.2,3.7,89.1033,2436.438,2.4,105.47381,1424.082,1122.7365,1122.7365,1122.7365,1122.7365
2019-08-31,1497.102380952381,106.3504,15596.6,3.7,82.1606,2460.380502958759,2.13,106.03108514626379,1460.1387,1135.3228,1135.3228,1135.3228,1135.3228
2019-09-30,1510.3357142857142,105.6556,15487.4,3.5,85.0081,2507.6953904973857,2.04,106.36304863181904,1419.4865,1139.6664,1139.6664,1139.6664,1139.6664
2019-10-31,1495.0954545454545,105.059,15648.3,3.6,88.7974,2637.32,1.83,106.68579,1409.2047,1143.9573,1143.9573,1143.9573,1143.9573
2019-11-30,1471.9214285714286,106.1088,16080.2,3.5,88.8338,2849.693120754191,1.55,107.009090799961,1429.4795,1143.7069,1143.7069,1143.7069,1143.7069
2019-12-31,1480.025,106.3594,16159.7,3.5,84.2008,3158.9729608102393,1.55,107.35450441836613,1438.2201,1172.5198,1172.5198,1172.5198,1172.5198
2020-01-31,1560.6681818181814,106.1753,15573.4,3.6,96.8362,3559.553,1.55,107.71144,1286.3837,1225.3074,1225.3074,1225.3074,1225.3074
2020-02-29,1600.423684210526,106.1291,15424.9,3.5,94.5223,3576.3466964285712,1.58,108.28802142857144,1288.758,1239.3662,1239.3662,1239.3662,1239.3662
2020-03-31,1593.7636363636366,100.7116,15365.1,4.4,89.7012,3593.1403928571417,0.65,108.86460285714287,1344.2816,1259.1846,1259.1846,1259.1846,1259.1846
2020-04-30,1680.03,84.6314,13174.9,14.7,93.5693,3609.934089285714,0.05,109.44118428571429,1730.5126,2012.7487,2012.7487,2012.7487,2012.7487
2020-05-31,1715.697368421053,87.9577,13637.7,13.3,90.21799999999999,3626.727785714286,0.05,110.01776571428572,1720.4342,1839.3069,1839.3069,1839.3069,1839.3069
2020-06-30,1734.0318181818182,94.4333,14519.4,11.1,92.2353,3643.521482142857,0.08,110.59434714285715,1675.8054,1623.8494,1623.8494,1623.8494,1623.8494
2020-07-31,1840.80652173913,94.54245098039215,14778.7,11.03529411764706,92.38754901960785,3660.315178571429,0.09,111.17092857142856,1709.4989,1619.391,1619.391,1619.391,1619.391
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1626.4376,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1626.4376
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
2020-08-31,1993.2166666666665,94.65160196078432,14803.126,10.970588235294118,92.53979803921568,3677.108875,0.0882,111.74751,1717.8442,1622.9142,1622.9142,1622.9142,1622.9142
